No,Date,Time,Shift,Model No.,Size code,Barcode,Bead Dia.,Air press.,Load,CW RFV-OA,,,1H,,,2H,,,3H,,,4H,,,5H,,,6H,,,7H,,,8H,,,9H,,,10H,,,LFV-OA,,,1H,,,2H,,,3H,,,4H,,,5H,,,6H,,,7H,,,8H,,,9H,,,10H,,,LFD,,CCW RFV-OA,,,1H,,,2H,,,3H,,,4H,,,5H,,,6H,,,7H,,,8H,,,9H,,,10H,,,LFV-OA,,,1H,,,2H,,,3H,,,4H,,,5H,,,6H,,,7H,,,8H,,,9H,,,10H,,,LFD,,CON,,PLY,,Ufm,LT-OA,,,1H,,,LB-OA,,,1H,,,RT-OA,,,1H,,,RC-OA,,,1H,,,RB-OA,,,1H,,,LTbulg,,,dent,,,LBbulg,,,dent,,,Circularity,,Ro,Width,,Weight,,Total
6777,2023-10-25,00:30:13,C,22,185/70R14,890438,14,0.2,2968,108.8,53,1,98.3,36,1,24.6,117,0,4.6,265,0,7.8,318,0,10.5,302,0,3.7,133,0,7.8,323,0,8.8,294,0,2.9,197,0,2.8,196,0,11.6,20,1,9.1,30,0,2.4,71,0,0.4,1,0,3.6,36,0,0.2,4,0,0.8,166,0,0.4,32,0,0.5,321,0,1.4,316,0,0.5,183,0,-170.6,0,104.5,51,1,97.4,32,1,22.8,106,0,5.6,273,0,9.9,308,0,10.8,276,0,2.8,105,0,7.5,291,0,8.2,255,0,2.7,162,0,2.5,148,0,9.7,75,1,4.2,9,0,0.8,235,0,1.5,206,0,3.3,340,0,1.7,21,0,1,45,0,0.3,161,0,0.8,63,0,2,281,0,0.6,90,0,169.4,0,-0.6,1,-170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6778,2023-10-25,00:30:43,C,22,185/70R14,890847,14,0.2,2984,111.3,344,1,96.7,332,1,12.7,143,0,5.3,294,0,10.2,327,0,10.4,335,0,3.5,207,0,4.6,22,0,11.5,199,0,1.8,119,0,3,312,0,18.6,125,1,13.5,168,0,3.1,201,0,3.8,93,0,2.7,68,0,1.9,235,0,1.4,41,0,1.4,204,0,1,242,0,0.6,99,0,0.9,54,0,-239.6,0,105.9,338,1,94,322,1,13.3,148,0,4.3,266,0,9.2,313,0,8.8,311,0,4,173,0,4.5,359,0,11.2,164,0,1.3,33,0,2.9,269,0,12.7,248,1,4.7,225,0,4.6,113,0,4.1,85,0,2.5,330,0,1,178,0,1.5,2,0,2.1,197,0,0.5,10,0,1.2,86,0,0.7,54,0,265.8,0,13.1,1,-252.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6779,2023-10-25,00:31:12,C,22,185/70R14,890839,14,0.2,3016,102.6,329,1,84.8,323,1,12.5,160,0,6.9,242,0,7.2,280,0,5.9,282,0,1.1,201,0,4,245,0,11.7,96,0,0.8,288,0,0.5,342,0,13.3,234,1,11,232,0,2.8,230,0,2.3,322,0,2.8,114,0,0.9,206,0,1.3,349,0,0.4,46,0,0.4,86,0,0.6,44,0,0.1,104,0,-243.8,0,99.7,325,1,84.4,315,1,12,157,0,7,232,0,7.6,271,0,5.6,262,0,2.2,168,0,2.8,212,0,10.6,58,0,1.1,261,0,0.7,22,0,18.2,166,1,12.8,234,0,6.7,305,0,3,41,0,1.9,74,0,0.9,102,0,1.8,342,0,0.9,216,0,1.3,221,0,1.1,352,0,0.1,171,0,256,0,6.1,1,-249.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6780,2023-10-25,00:31:39,C,22,185/70R14,890659,14,0.2,2994,81.9,5,1,66.8,13,1,22.8,19,0,14.6,230,0,7.7,312,0,7.9,231,0,6.1,2,0,5.8,257,0,13.5,77,0,0.7,336,0,3.8,111,0,14.2,176,1,13.6,134,0,1.4,274,0,1.7,218,0,2.2,9,0,0.7,318,0,1.3,317,0,1.3,112,0,0.9,29,0,0.5,252,0,0.1,332,0,-223.2,0,80.5,330,1,63.8,4,1,21.1,7,0,15.6,218,0,8.3,295,0,7.6,202,0,6,333,0,6.1,216,0,13.8,43,0,0.6,238,0,3.5,55,0,14.1,163,1,11.6,180,0,2,273,0,0.4,9,0,0.2,6,0,1.6,14,0,1.7,279,0,1.4,101,0,1,263,0,1,239,0,0.2,207,0,222.7,0,-0.3,1,-222.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6781,2023-10-25,00:32:06,C,22,185/70R14,890439,14,0.2,3033,130.1,68,1,105.9,39,1,27.3,104,0,7.6,189,0,14.7,291,0,13.1,327,0,5.1,46,0,3.7,285,0,14.5,252,0,2.3,204,0,2.2,246,0,22.1,202,1,19.6,187,0,3,271,0,0.9,288,0,1.2,70,0,0.9,303,0,1.2,189,0,0.9,352,0,0.9,344,0,0.8,65,0,0.7,155,0,-179.2,0,117.6,63,1,98,36,1,25.5,93,0,5.5,159,0,13.1,273,0,11.7,304,0,6,21,0,4.1,269,0,12.9,219,0,1.4,178,0,1,129,0,16.5,328,1,12,282,0,4.4,327,0,1.7,51,0,0.7,305,0,0.8,190,0,1,221,0,0.5,312,0,0.9,58,0,1,28,0,0.8,116,0,156.4,0,-11.4,1,-167.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6782,2023-10-25,00:32:34,C,22,185/70R14,890437,14,0.2,3002,81.8,70,1,50.3,65,1,25.5,170,0,7.9,207,0,4.5,300,0,7.2,316,0,8.6,11,0,2.2,285,0,11.9,214,0,1.7,258,0,3,166,0,20.4,264,1,15.2,237,0,4.3,248,0,3.2,160,0,3.2,22,0,1.5,260,0,2.2,41,0,1.4,327,0,1.4,309,0,0.6,75,0,1,130,0,-162.1,0,75.6,66,1,42.7,54,1,24.3,164,0,8.8,199,0,3.9,311,0,6.5,287,0,8.5,350,0,2.5,257,0,12.4,177,0,1.4,257,0,2.6,104,0,25.4,45,1,19.7,21,0,1.9,321,0,5.1,168,0,3.4,345,0,1.1,234,0,2.3,351,0,1.5,270,0,1.3,306,0,0.9,65,0,0.7,90,0,162.8,0,0.3,1,-162.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6783,2023-10-25,00:33:03,C,22,185/70R14,890544,14,0.2,2969,126,342,1,108.2,350,1,16.2,201,0,17.2,233,0,14.1,317,0,3.2,337,0,5.9,2,0,9.2,276,0,11.9,184,0,1.6,203,0,3.2,201,0,10.5,10,1,5.7,23,0,3.3,238,0,2.5,56,0,0.9,47,0,0.4,47,0,1.9,20,0,0.6,303,0,0.8,220,0,0.6,59,0,1,131,0,-225.9,0,124.6,338,1,104.8,345,1,15.1,198,0,15.6,228,0,15.3,304,0,3,319,0,6,344,0,9.3,249,0,11.1,143,0,2.4,157,0,3.6,131,0,17.6,259,1,16.1,290,0,1.2,96,0,3.4,16,0,0.9,341,0,1.7,169,0,1.1,354,0,0.5,139,0,0.8,331,0,0.5,304,0,0.7,77,0,238.2,0,6.2,1,-232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6784,2023-10-25,00:33:31,C,22,185/70R14,890845,14,0.2,2968,55.5,4,1,37.1,13,1,15.5,57,0,15.8,269,0,9.7,322,0,3.8,225,0,1.8,78,0,3.3,251,0,10.8,59,0,3.3,192,0,1.9,76,0,13.6,195,1,7,186,0,6.1,109,0,4.4,245,0,0.7,70,0,1.1,237,0,1.9,16,0,0.4,37,0,1.6,57,0,0.4,123,0,0.9,161,0,-242.5,0,50.2,329,1,26.7,1,1,12.3,52,0,18.1,259,0,10.9,313,0,3.6,177,0,2.4,71,0,3.5,216,0,10.6,24,0,3.1,139,0,2.7,7,0,16.7,227,1,8.8,281,0,7.2,78,0,3.1,256,0,1.7,61,0,1.2,260,0,1.6,2,0,1,187,0,0.3,213,0,0.5,223,0,1.4,119,0,252.7,0,5.1,1,-247.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6785,2023-10-25,00:34:48,C,22,185/70R14,890532,14,0.2,2966,92.2,339,1,53.4,1,1,15.7,318,0,5.1,279,0,13.6,317,0,6.4,256,0,10.5,112,0,8.2,313,0,14.8,162,0,0.7,165,0,1.8,322,0,16.7,350,1,13.7,338,0,2,161,0,0.9,358,0,0.5,120,0,1.8,283,0,1.3,34,0,0.3,341,0,0.6,303,0,0.2,341,0,1.3,203,0,-237.1,0,94.8,333,1,54.4,356,1,15.2,299,0,5.2,281,0,14,293,0,7.2,220,0,10.8,91,0,7.6,290,0,15,126,0,1.1,353,0,1.1,240,0,6.7,345,1,0.6,262,0,1.5,71,0,0.7,246,0,1.1,311,0,1.2,267,0,1.6,301,0,0.9,146,0,2.6,288,0,0.5,137,0,1.2,149,0,231.5,0,-2.8,1,-234.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6786,2023-10-25,00:35:16,C,22,185/70R14,890537,14,0.2,2962,129.2,340,1,104.1,350,1,16,78,0,15.8,268,0,7.9,330,0,6.7,261,0,5.9,104,0,6.7,263,0,11.7,162,0,0.9,131,0,1,262,0,8.8,277,1,6.3,293,0,1.9,145,0,0.6,113,0,1.8,100,0,1,235,0,0.9,87,0,0.4,38,0,0.7,95,0,0.6,61,0,0.4,204,0,-236.1,0,125.1,333,1,100.6,343,1,13.3,80,0,17.4,251,0,6.6,315,0,6.3,236,0,5.8,66,0,5.7,237,0,10.9,122,0,0.8,43,0,0.2,353,0,13.4,300,1,9.9,278,0,2.9,278,0,1.1,78,0,1,57,0,1.6,62,0,1.4,349,0,1.4,120,0,1.6,301,0,0.9,14,0,0.5,132,0,233,0,-1.5,1,-234.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6787,2023-10-25,00:35:43,C,22,185/70R14,890843,14,0.2,2975,75.2,356,1,61.5,10,1,6.7,28,0,7.1,226,0,14.6,286,0,9.6,320,0,3.3,59,0,3.5,324,0,10.4,359,0,3,143,0,1.7,315,0,12,129,1,5.5,77,0,4.2,285,0,4.7,113,0,1.1,217,0,0.3,309,0,2.2,11,0,1.9,71,0,2.2,1,0,0.2,39,0,0.8,77,0,-240.3,0,70.8,353,1,59.7,8,1,3.9,14,0,7.7,222,0,13,268,0,8.6,301,0,3.8,35,0,3.2,292,0,8.9,326,0,2.9,77,0,1.8,280,0,12.7,294,1,6.6,259,0,3.4,303,0,2.9,118,0,0.6,26,0,0.7,146,0,2.7,313,0,1.7,84,0,0.9,257,0,0.4,179,0,1,52,0,259.8,0,9.8,1,-250,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6788,2023-10-25,00:36:10,C,22,185/70R14,890856,14,0.2,3003,108.8,56,1,84.8,14,1,21.5,95,0,21.5,268,0,4.5,286,0,10.7,338,0,1.6,328,0,4.7,330,0,10.5,87,0,2.4,125,0,0.4,309,0,27.2,89,1,22.3,40,0,8.3,172,0,0.8,162,0,2.2,18,0,1,130,0,0.9,299,0,1.3,311,0,1.4,105,0,1.5,29,0,0.4,315,0,-241.3,0,104.8,53,1,82.8,11,1,17.9,92,0,21.7,253,0,3.1,278,0,7.9,322,0,1.3,23,0,4.7,313,0,11.4,50,0,1.8,94,0,0.8,324,0,21,89,1,19.5,137,0,4.3,169,0,0.4,247,0,4,294,0,2.2,145,0,1.1,286,0,1.2,248,0,0.5,224,0,1.2,333,0,0.4,177,0,253.3,0,6,1,-247.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
